iata,icao,name,location,time,country
IRB,Not Available,Iraan Municipal Airport (FAA: 2F0),"Iraan, Texas, United States",UTC−06:00,United States
IRC,PACR,Circle City Airport (FAA: CRC),"Circle, Alaska, United States",UTC−09:00,United States
IRD,VGIS,Ishwardi Airport,"Ishwardi, Bangladesh",UTC+06:00,Bangladesh
IRE,SNIC,Irecê Airport,"Irecê, Bahia, Brazil",UTC−03:00,Brazil
IRG,YLHR,Lockhart River Airport,"Lockhart River, Queensland, Australia",UTC+10:00,Australia
IRI,HTIR,Iringa Airport (Nduli Airport),"Iringa, Tanzania",UTC+03:00,Tanzania
IRJ,SANL,Capitán Vicente Almandos Almonacid Airport,"La Rioja, Argentina",UTC−03:00,Argentina
IRK,KIRK,Kirksville Regional Airport,"Kirksville, Missouri, United States",UTC−06:00,United States
IRM,USHI,Igrim Airport[1],"Igrim, Khanty-Mansi Autonomous Okrug, Russia",UTC+05:00,Russia
IRN,MHIR,Iriona Airport,"Iriona, Honduras",UTC−06:00,Honduras
IRO,FEFI,Birao Airport,"Birao, Central African Republic",UTC+01:00,Central African Republic
IRP,FZJH,Matari Airport,"Isiro, Democratic Republic of the Congo",UTC+02:00,Democratic Republic of the Congo
IRS,KIRS,Kirsch Municipal Airport,"Sturgis, Michigan, United States",UTC−05:00,United States
IRU,Not Available,Iranamadu Waterdrome,"Kilinochchi, Sri Lanka",UTC+05:30,Sri Lanka
IRZ,SWTP,Tapuruquara Airport[1],"Santa Isabel do Rio Negro, Amazonas, Brazil",UTC−04:00,Brazil
ISA,YBMA,Mount Isa Airport,"Mount Isa, Queensland, Australia",UTC+10:00,Australia
ISB,OPIS,Islamabad  International Airport,"Islamabad / Rawalpindi, Pakistan",UTC+05:00,Pakistan
ISC,EGHE,St Mary's Airport,"St Mary's, Isles of Scilly, United Kingdom",UTC±00:00,United Kingdom
ISD,Not Available,Iscuande Airport,"Iscuande, Colombia",UTC−05:00,Colombia
ISE,LTFC,Isparta Süleyman Demirel Airport,"Isparta, Turkey",UTC+03:00,Turkey
ISG,ROIG,New Ishigaki Airport,"Ishigaki, Yaeyama Islands, Japan",UTC+09:00,Japan
ISI,YISF,Isisford Airport,"Isisford, Queensland, Australia",UTC+10:00,Australia
ISJ,MMIM,Isla Mujeres Airport,"Isla Mujeres, Quintana Roo, Mexico",UTC−05:00,Mexico
ISK,VAOZ,Ozar Airport,"Nashik, Maharashtra, India",UTC+05:30,India
ISL,LTBA,Istanbul Atatürk Airport,"Istanbul, Turkey",UTC+03:00,Turkey
ISM,KISM,Kissimmee Gateway Airport,"Orlando, Florida, United States",UTC−05:00,United States
ISN,KISN,Sloulin Field International Airport,"Williston, North Dakota, United States",UTC−06:00,United States
ISO,KISO,Kinston Regional Jetport (Stallings Field),"Kinston, North Carolina, United States",UTC−05:00,United States
ISP,KISP,Long Island MacArthur Airport,"Islip, New York, United States",UTC−05:00,United States
ISQ,KISQ,Schoolcraft County Airport,"Manistique, Michigan, United States",UTC−05:00,United States
ISS,KIWI,Wiscasset Airport (FAA: IWI),"Wiscasset, Maine, United States",UTC−05:00,United States
IST,LTFM,Istanbul Airport,"Istanbul, Turkey",UTC+03:00,Turkey
ISU,ORSU,Sulaimaniyah International Airport,"Sulaymaniyah, Iraq",UTC+03:00,Iraq
ISW,KISW,South Wood County Airport (Alexander Field),"Wisconsin Rapids, Wisconsin, United States",UTC−06:00,United States
ITA,SBIC,Itacoatiara Airport,"Itacoatiara, Amazonas, Brazil",UTC−04:00,Brazil
ITB,SBIH,Itaituba Airport,"Itaituba, Pará, Brazil",UTC−03:00,Brazil
ITE,SNZW,Ituberá Airport,"Ituberá, Bahia, Brazil",UTC−03:00,Brazil
ITH,KITH,Ithaca Tompkins Regional Airport,"Ithaca, New York, United States",UTC−05:00,United States
ITI,Not Available,Itambacuri Airport,"Itambacuri, Minas Gerais, Brazil",UTC−03:00,Brazil
ITK,Not Available,Itokama Airport,"Itokama, Papua New Guinea",UTC+10:00,Papua New Guinea
ITM,RJOO,Osaka International Airport (Itami Int'l),"Osaka, Honshu, Japan",UTC+09:00,Japan
ITN,SNHA,Itabuna Airport,"Itabuna, Bahia, Brazil",UTC−03:00,Brazil
ITO,PHTO,Hilo International Airport,"Hilo, Hawaii, United States",UTC−10:00,United States
ITP,SDUN,Itaperuna Airport,"Itaperuna, Rio de Janeiro, Brazil",UTC−03:00,Brazil
ITQ,SSIQ,Itaqui Airport,"Itaqui, Rio Grande do Sul, Brazil",UTC−03:00,Brazil
ITR,SBIT,Itumbiara Airport,"Itumbiara, Goiás, Brazil",UTC−03:00,Brazil
ITU,UHSI,Iturup Airport[1],"Kurilsk, Sakhalin Oblast, Russia",UTC+11:00,Russia
IUE,NIUE,Niue International Airport (Hanan Int'l),"Alofi, Niue",UTC−11:00,Niue
IUL,Not Available,Ilu Airport,"Ilu, Indonesia",UTC+09:00,Indonesia
IUS,Not Available,Inus Airport,"Inus, Papua New Guinea",UTC+11:00,Papua New Guinea
IVA,FMNJ,Ambanja Airport,"Ambanja, Madagascar",UTC+03:00,Madagascar
IVC,NZNV,Invercargill Airport,"Invercargill, New Zealand",UTC+12:00,New Zealand
IVG,LYBR,Dolac Airport,"Berane, Montenegro",UTC+01:00,Montenegro
IVI,Not Available,Viveros Island Airport[1],"Viveros Island, Panama",UTC−05:00,Panama
IVL,EFIV,Ivalo Airport,"Ivalo, Finland",UTC+02:00,Finland
IVO,Not Available,Chibolo Airport,"Chibolo, Colombia",UTC−05:00,Colombia
IVR,YIVL,Inverell Airport,"Inverell, New South Wales, Australia",UTC+10:00,Australia
IVW,YINW,Inverway Airport,"Inverway, Northern Territory, Australia",UTC+09:30,Australia
IWA,UUBI,Ivanovo Yuzhny Airport,"Ivanovo, Ivanovo Oblast, Russia",UTC+03:00,Russia
IWD,KIWD,Gogebic–Iron County Airport,"Ironwood, Michigan, United States",UTC−06:00,United States
IWJ,RJOW,Iwami Airport (Hagi-Iwami Airport),"Masuda, Honshu, Japan",UTC+09:00,Japan
IWK,RJOI,Marine Corps Air Station Iwakuni[1],"Iwakuni, Honshu, Japan",UTC+09:00,Japan
IWO,RJAW,Iwo Jima Air Base,"Iwo Jima, Bonin Islands, Japan",UTC+09:00,Japan
IWS,KIWS,West Houston Airport,"Houston, Texas, United States",UTC−06:00,United States
IXA,VEAT,Agartala Airport (Singerbhil Airport),"Agartala, Tripura, India",UTC+05:30,India
IXB,VEBD,Bagdogra Airport,"Siliguri, West Bengal, India",UTC+05:30,India
IXC,VICG,Chandigarh Airport,"Chandigarh, India",UTC+05:30,India
IXD,VIAL,Allahabad Airport (Bamrauli Air Force Base),"Allahabad (Prayagraj), Uttar Pradesh, India",UTC+05:30,India
IXE,VOML,Mangalore Airport,"Mangalore, Karnataka, India",UTC+05:30,India
IXG,VABM,Belgaum Airport,"Belgaum, Karnataka, India",UTC+05:30,India
IXH,VEKR,Kailashahar Airport,"Kailashahar, Tripura, India",UTC+05:30,India
IXI,VELR,Lilabari Airport,"North Lakhimpur, Assam, India",UTC+05:30,India
IXJ,VIJU,Jammu Airport (Satwari Airport),"Jammu, Jammu and Kashmir, India",UTC+05:30,India
IXK,VAKS,Keshod Airport,"Keshod, Gujarat, India",UTC+05:30,India
IXL,VILH,Kushok Bakula Rimpochee Airport,"Leh, Ladakh, India",UTC+05:30,India
IXM,VOMD,Madurai Airport,"Madurai, Tamil Nadu, India",UTC+05:30,India
IXN,VEKW,Khowai Airport,"Khowai, Tripura, India",UTC+05:30,India
IXP,VIPK,Pathankot Airport,"Pathankot, Punjab, India",UTC+05:30,India
IXQ,VEKM,Kamalpur Airport,"Kamalpur, Tripura, India",UTC+05:30,India
IXR,VERC,Birsa Munda Airport,"Ranchi, Jharkhand, India",UTC+05:30,India
IXS,VEKU,Silchar Airport (Kumbhirgram Air Force Base),"Silchar, Assam, India",UTC+05:30,India
IXT,VEPG,Pasighat Airport,"Pasighat, Arunachal Pradesh, India",UTC+05:30,India
IXU,VAAU,Aurangabad Airport (Chikkalthana Airport),"Aurangabad, Maharashtra, India",UTC+05:30,India
IXV,VEAN,Along Airport,"Along (Aalo), Arunachal Pradesh, India",UTC+05:30,India
IXW,VEJS,Sonari Airport,"Jamshedpur, Jharkhand, India",UTC+05:30,India
IXX,VOBR,Bidar Airport,"Bidar, Karnataka, India",UTC+05:30,India
IXY,VAKE,Kandla Airport (Gandhidham Airport),"Kandla / Gandhidham, Gujarat, India",UTC+05:30,India
IXZ,VOPB,Veer Savarkar International Airport (Port Blair Airport),"Port Blair, Andaman and Nicobar Islands, India",UTC+05:30,India
IYK,KIYK,Inyokern Airport,"Inyokern, California, United States",UTC−08:00,United States
IZA,SBZM,Presidente Itamar Franco Airport (Zona da Mata Regional Airport),"Juiz de Fora, Minas Gerais, Brazil",UTC−03:00,Brazil
IZM[1],Not Available,metropolitan area2,"İzmir, Turkey",UTC+03:00,Turkey
IZO,RJOC,Izumo Airport,"Izumo, Honshu, Japan",UTC+09:00,Japan
IZT,MMIT,Ixtepec Airport,"Ixtepec, Oaxaca, Mexico",UTC−06:00,Mexico
JAA,OAJL,Jalalabad Airport,"Jalalabad, Afghanistan",UTC+04:30,Afghanistan
JAB,YJAB,Jabiru Airport,"Jabiru, Northern Territory, Australia",UTC+09:30,Australia
JAC,KJAC,Jackson Hole Airport,"Jackson, Wyoming, United States",UTC−07:00,United States
JAD,YPJT,Jandakot Airport,"Perth, Western Australia, Australia",UTC+08:00,Australia
JAE,SPJE,Jaén Airport,"Jaén, Peru",UTC−05:00,Peru
JAF,VCCJ,Jaffna International Airport,"Jaffna, Sri Lanka",UTC+05:30,Sri Lanka
JAG,OPJA,PAF Base Shahbaz,"Jacobabad, Pakistan",UTC+05:00,Pakistan
JAI,VIJP,Jaipur International Airport,"Jaipur, Rajasthan, India",UTC+05:30,India
JAK,MTJA,Jacmel Airport,"Jacmel, Haiti",UTC−05:00,Haiti
JAL,MMJA,El Lencero Airport,"Xalapa (Jalapa), Veracruz, Mexico",UTC−06:00,Mexico
JAM,LBIA,Bezmer Air Base,"Yambol, Bulgaria",UTC+02:00,Bulgaria
JAN,KJAN,Jackson–Evers International Airport,"Jackson, Mississippi, United States",UTC−06:00,United States
JAP,MRCH,Chacarita Airport[1],"Puntarenas, Costa Rica",UTC−06:00,Costa Rica
JAQ,Not Available,Jacquinot Bay Airport,"Jacquinot Bay, Papua New Guinea",UTC+10:00,Papua New Guinea
JAR,OISJ,Jahrom Airport[1],"Jahrom, Iran",UTC+03:30,Iran
JAS,KJAS,Jasper County Airport (Bell Field),"Jasper, Texas, United States",UTC−06:00,United States
JAT,Not Available,Jabot Airport,"Jabat Island, Marshall Islands",UTC+12:00,Marshall Islands
JAU,SPJJ,Francisco Carle Airport,"Jauja, Peru",UTC−05:00,Peru
JAV,BGJN,Ilulissat Airport,"Ilulissat, Greenland",UTC−03:00,Greenland
JAX,KJAX,Jacksonville International Airport,"Jacksonville, Florida, United States",UTC−05:00,United States
JBB,WARE,Notohadinegoro Airport,"Jember, Indonesia",UTC+07:00,Indonesia
JBQ,MDJB,La Isabela International Airport (Dr. Joaquin Balaguer Int'l),"La Isabela, Dominican Republic",UTC−04:00,Dominican Republic
JBR,KJBR,Jonesboro Municipal Airport,"Jonesboro, Arkansas, United States",UTC−06:00,United States
JBS,SSSB,São Borja Airport,"São Borja, Rio Grande do Sul, Brazil",UTC−03:00,Brazil
JBT,Not Available,Bethel Seaplane Base (FAA: Z59),"Bethel, Alaska, United States",UTC−09:00,United States
JCB,SSJA,Santa Terezinha Municipal Airport,"Joaçaba, Santa Catarina, Brazil",UTC−03:00,Brazil
JCI,KIXD,New Century AirCenter (FAA: IXD),"Olathe, Kansas, United States",UTC−06:00,United States
JCK,YJLC,Julia Creek Airport,"Julia Creek, Queensland, Australia",UTC+10:00,Australia
JCM,SNJB,Jacobina Airport,"Jacobina, Bahia, Brazil",UTC−03:00,Brazil
JCR,SBEK,Jacareacanga Airport,"Jacareacanga, Pará, Brazil",UTC−03:00,Brazil
JCT,KJCT,Kimble County Airport,"Junction, Texas, United States",UTC−06:00,United States
JCY,Not Available,LBJ Ranch Airport (FAA: 0TE7),"Johnson City, Texas, United States",UTC−06:00,United States
JDA,KGCD,Grant County Regional Airport (Ogilvie Field) (FAA: GCD),"John Day, Oregon, United States",UTC−08:00,United States
JDF,SBJF,Francisco Álvares de Assis Airport,"Juiz de Fora, Minas Gerais, Brazil",UTC−03:00,Brazil
JDG,RKPD,Jeongseok Airport,"Seogwipo, South Korea",UTC+09:00,South Korea
JDH,VIJO,Jodhpur Airport,"Jodhpur, Rajasthan, India",UTC+05:30,India
JDN,KJDN,Jordan Airport,"Jordan, Montana, United States",UTC−07:00,United States
JDO,SBJU,Juazeiro do Norte Airport,"Juazeiro do Norte, Ceará, Brazil",UTC−03:00,Brazil
JDR,SNJR,Prefeito Octávio de Almeida Neves Airport[1],"São João del Rei, Minas Gerais, Brazil",UTC−03:00,Brazil
JDZ,ZSJD,Jingdezhen Luojia Airport,"Jingdezhen, Jiangxi, China",UTC+08:00,China
JED,OEJN,King Abdulaziz International Airport,"Jeddah, Saudi Arabia",UTC+03:00,Saudi Arabia
JEE,MTJE,Jérémie Airport,"Jérémie, Haiti",UTC−05:00,Haiti
JEF,KJEF,Jefferson City Memorial Airport,"Jefferson City, Missouri, United States",UTC−06:00,United States
JEG,BGAA,Aasiaat Airport,"Aasiaat, Greenland",UTC−03:00,Greenland
JEJ,Not Available,Jeh Airport,"Jeh Island, Ailinglaplap Atoll, Marshall Islands",UTC+12:00,Marshall Islands
JEK,Not Available,Jeki Airstrip[1],"Jeki, Zambia",UTC+02:00,Zambia
JEQ,SNJK,Jequié Airport,"Jequié, Bahia, Brazil",UTC−03:00,Brazil
JER,EGJJ,Jersey Airport,"Jersey, Channel Islands, United Kingdom",UTC±00:00,United Kingdom
JFK,KJFK,John F. Kennedy International Airport,"New York City, New York, United States",UTC−05:00,United States
JFN,KHZY,Northeast Ohio Regional Airport (FAA: HZY),"Ashtabula, Ohio, United States",UTC−05:00,United States
JFR,BGPT,Paamiut Airport,"Paamiut, Greenland",UTC−03:00,Greenland
JGA,VAJM,Jamnagar Airport (Govardhanpur Airport),"Jamnagar, Gujarat, India",UTC+05:30,India
JGB,Not Available,Jagdalpur Airport,"Jagdalpur, Chhattisgarh, India",UTC+05:30,India
JGD,ZYJD,Jiagedaqi Airport,"Jiagedaqi, Heilongjiang, China",UTC+08:00,China
JGN,ZLJQ,Jiayuguan Airport,"Jiayuguan, Gansu, China",UTC+08:00,China
JGS,ZSJA,Jinggangshan Airport,"Ji'an, Jiangxi, China",UTC+08:00,China
JHB,WMKJ,Senai International Airport,"Johor Bahru, Johor, Malaysia",UTC+08:00,Malaysia
JHG,ZPJH,Xishuangbanna Gasa Airport,"Jinghong, Yunnan, China",UTC+08:00,China
JHL,Not Available,Fort MacKay/Albian Aerodrome[1] (TC: CAL4),"Fort McKay, Alberta, Canada",UTC−07:00,Canada
JHM,PHJH,Kapalua Airport,"Kapalua, Hawaii, United States",UTC−10:00,United States
JHS,BGSS,Sisimiut Airport,"Sisimiut, Greenland",UTC−03:00,Greenland
JHW,KJHW,Chautauqua County-Jamestown Airport,"Jamestown, New York, United States",UTC−05:00,United States
JIA,SWJN,Juína Airport,"Juína, Mato Grosso, Brazil",UTC−04:00,Brazil
JIB,HDAM,Djibouti–Ambouli International Airport,"Djibouti, Djibouti",UTC+03:00,Djibouti
JIC,ZLJC,Jinchang Jinchuan Airport,"Jinchang, Gansu, China",UTC+08:00,China
JIJ,HAJJ,Wilwal International Airport,"Jijiga, Ethiopia",UTC+03:00,Ethiopia
JIK,LGIK,Ikaria Island National Airport,"Ikaria Island, Greece",UTC+02:00,Greece
JIL,ZYJL,Jilin Ertaizi Airport,"Jilin City, Jilin, China",UTC+08:00,China
JIM,HAJM,Aba Segud Airport,"Jimma, Ethiopia",UTC+03:00,Ethiopia
JIN,HUJI,Jinja Airport,"Jinja, Uganda",UTC+03:00,Uganda
JIO,Not Available,Jos Orno Imsula Airport,"Tiakur, Southwest Maluku, Indonesia",UTC+07:00,Indonesia
JIP,SEJI,Jipijapa Airport,"Jipijapa, Ecuador",UTC−05:00,Ecuador
JIQ,ZUQJ,Qianjiang Wulingshan Airport,"Qianjiang, Chongqing, China",UTC+08:00,China
JIR,VNJI,Jiri Airport,"Jiri, Nepal",UTC+05:45,Nepal
JIU,ZSJJ,Jiujiang Lushan Airport,"Jiujiang, Jiangxi, China",UTC+08:00,China
JIW,OPJI,Jiwani Airport,"Jiwani, Pakistan",UTC+05:00,Pakistan
JJA,AGJO[2],Jajao Airport[1],"Jajao, Isabel Province, Solomon Islands",UTC+11:00,Solomon Islands
JJD,SBJE,Comte. Ariston Pessoa Regional Airport[1],"Jijoca de Jericoacoara, Brazil",UTC−03:00,Brazil
JJG,SBJA,Humberto Ghizzo Bortoluzzi Regional Airport[1],"Jaguaruna, Santa Catarina, Brazil",UTC−03:00,Brazil
JJI,SPJI,Juanjuí Airport,"Juanjuí, Peru",UTC−05:00,Peru
JJM,HKMK,Mulika Lodge Airport[1],"Meru National Park, Kenya",UTC+03:00,Kenya
JJN,ZSQZ,Quanzhou Jinjiang International Airport,"Quanzhou, Fujian, China",UTC+08:00,China
JKG,ESGJ,Jönköping Airport,"Jönköping, Sweden",UTC+01:00,Sweden
JKH,LGHI,Chios Island National Airport,"Chios, Greece",UTC+02:00,Greece
JKL,LGKY,Kalymnos Island National Airport,"Kalymnos, Greece",UTC+02:00,Greece
JKR,VNJP,Janakpur Airport,"Janakpur, Nepal",UTC+05:45,Nepal
JKT[1],Not Available,metropolitan area2,"Jakarta, Indonesia",UTC+07:00,Indonesia
JKV,KJSO,Cherokee County Airport (FAA: JSO),"Jacksonville, Texas, United States",UTC−06:00,United States
JLA,Not Available,Quartz Creek Airport,"Cooper Landing, Alaska, United States",UTC−09:00,United States
JLN,KJLN,Joplin Regional Airport,"Joplin, Missouri, United States",UTC−06:00,United States
JLR,VAJB,Jabalpur Airport (Dumna Airport),"Jabalpur, Madhya Pradesh, India",UTC+05:30,India
JLS,SDJL[3],Jales Airport,"Jales, São Paulo, Brazil",UTC−03:00,Brazil
JMB,Not Available,Jamba Airport,"Jamba, Angola",UTC+01:00,Angola
JMJ,ZPJM,Lancang Jingmai Airport,"Donghui Township, Yunnan, China",UTC+08:00,China
JMK,LGMK,Mykonos Island National Airport,"Mykonos, Greece",UTC+02:00,Greece
JMO,VNJS,Jomsom Airport,"Jomsom, Nepal",UTC+05:45,Nepal
JMS,KJMS,Jamestown Regional Airport,"Jamestown, North Dakota, United States",UTC−06:00,United States
JMU,ZYJM,Jiamusi Dongjiao Airport,"Jiamusi, Heilongjiang, China",UTC+08:00,China
JNA,SNJN,Januária Airport,"Januária, Minas Gerais, Brazil",UTC−03:00,Brazil
JNB,FAOR,O. R. Tambo International Airport,"Johannesburg, South Africa",UTC+02:00,South Africa
JNG,ZLJN,Jining Qufu Airport,"Jining, Shandong, China",UTC+08:00,China
JNI,SAAJ,Junín Airport,"Junín, Buenos Aires, Argentina",UTC−03:00,Argentina
JNJ,OOJA,Ja'Aluni Airport,"Duqm, Oman",UTC+04:00,Oman
JNU,PAJN,Juneau International Airport,"Juneau, Alaska, United States",UTC−09:00,United States
JNX,LGNX,Naxos Island National Airport,"Naxos, Greece",UTC+02:00,Greece
JNZ,ZYJZ,Jinzhou Bay Airport,"Jinzhou, Liaoning, China",UTC+08:00,China
JOE,EFJO,Joensuu Airport,"Joensuu, Finland",UTC+02:00,Finland
JOG,WIIJ,Adisucipto International Airport,"Yogyakarta, Indonesia",UTC+07:00,Indonesia
JOH,FAPJ,Port St. Johns Airport,"Port St. Johns, South Africa",UTC+02:00,South Africa
JOI,SBJV,Joinville-Lauro Carneiro de Loyola Airport,"Joinville, Santa Catarina, Brazil",UTC−03:00,Brazil
JOJ,Not Available,Doris Lake Aerodrome[1] (TC: CDL7),"Doris Lake, Nunavut, Canada",UTC−07:00,Canada
JOK,UWKJ,Yoshkar-Ola Airport,"Yoshkar-Ola, Mari El, Russia",UTC+03:00,Russia
JOL,RPMJ,Jolo Airport,"Jolo, Philippines",UTC+08:00,Philippines
JOM,HTNJ,Njombe Airport,"Njombe, Tanzania",UTC+03:00,Tanzania
JOP,Not Available,Josephstaal Airport,"Josephstaal, Papua New Guinea",UTC+10:00,Papua New Guinea
JOS,DNJO,Yakubu Gowon Airport,"Jos, Nigeria",UTC+01:00,Nigeria
JOT,KJOT,Joliet Regional Airport,"Joliet, Illinois, United States",UTC−06:00,United States
JPA,SBJP,Presidente Castro Pinto International Airport,"João Pessoa, Paraíba, Brazil",UTC−03:00,Brazil
JPR,SWJI,José Coleto Airport,"Ji-Paraná, Rondônia, Brazil",UTC−04:00,Brazil
JQA,BGUQ,Qaarsut Airport (Uummannaq/Qaarsut Airport),"Qaarsut, Greenland",UTC−03:00,Greenland
JQE,MPJE,Jaqué Airport,"Jaqué, Panama",UTC−05:00,Panama
JRF,PHJR,Kalaeloa Airport[1] (John Rodgers Field),"Kapalua, Hawaii, United States",UTC−10:00,United States
JRG,VEJH,Veer Surendra Sai Airport[1],"Jharsuguda, Odisha, India",UTC+05:30,India
JRH,VEJT,Jorhat Airport (Rowriah Airport),"Jorhat, Assam, India",UTC+05:30,India
JRN,SWJU,Juruena Airport,"Juruena, Mato Grosso, Brazil",UTC−04:00,Brazil
JRO,HTKJ,Kilimanjaro International Airport,"Kilimanjaro, Tanzania",UTC+03:00,Tanzania
JRS,OJJR,Atarot Airport (Jerusalem International Airport),"Jerusalem, Israel1",UTC+02:00,Israel1
JSA,VIJR,Jaisalmer Airport,"Jaisalmer, Rajasthan, India",UTC+05:30,India
JSH,LGST,Sitia Public Airport,"Sitia, Greece",UTC+02:00,Greece
JSI,LGSK,Skiathos Island National Airport,"Skiathos, Greece",UTC+02:00,Greece
JSJ,XYJS,Jiansanjiang Airport,"Jiansanjiang, Heilongjiang, China",UTC+08:00,China
JSK,OIZJ,Jask Airport,"Jask, Hormozgan, Iran",UTC+03:30,Iran
JSM,SAWS,José de San Martín Airport,"José de San Martín, Chubut, Argentina",UTC−03:00,Argentina
JSR,VGJR,Jessore Airport,"Jessore, Bangladesh",UTC+06:00,Bangladesh
JST,KJST,John Murtha Johnstown–Cambria County Airport,"Johnstown, Pennsylvania, United States",UTC−05:00,United States
JSU,BGMQ,Maniitsoq Airport,"Maniitsoq, Greenland",UTC−03:00,Greenland
JSY,LGSO,Syros Island National Airport,"Syros, Greece",UTC+02:00,Greece
JTC,SBAE,Moussa Nakhl Tobias–Bauru/Arealva State Airport[1],"Bauru, São Paulo, Brazil",UTC−03:00,Brazil
JTI,SWJW[4],Jataí Airport,"Jataí, Goiás, Brazil",UTC−03:00,Brazil
JTR,LGSR,Santorini (Thira) National Airport,"Santorini (Thira), Greece",UTC+02:00,Greece
JTY,LGPL,Astypalaia Island National Airport,"Astypalaia, Greece",UTC+02:00,Greece
JUA,SIZX,Inácio Luís do Nascimento Airport,"Juara, Mato Grosso, Brazil",UTC−04:00,Brazil
JUB,HJJJ,Juba International Airport,"Juba, South Sudan",UTC+03:00,South Sudan
